state,place,DP1_0001C,DP4_0001C,DP1_0135C,DP3_0151C,DP3_0005C,DP4_0125C,DP4_0126C,DP2_0008C,DP2_0009C,DP3_0068C,DP1_0024C,DP1_0002C,DP1_0003C,DP1_0004C,DP1_0005C,DP2_0102C,DP1_0141C,DP1_0143C,DP2_0178C,DP2_0182C,DP2_0185C,DP2_0188C,DP2_0191C,DP2_0151C,DP4_0022C,DP4_0023C,DP4_0024C,DP4_0025C,DP4_0083C,DP4_0084C,DP4_0077C,DP3_0151P,DP3_0009P,DP4_0125P,DP4_0126P,DP2_0008P,DP2_0009P,DP3_0068P,DP1_0024P,DP1_0002P,DP1_0003P,DP1_0004P,DP1_0005P,DP2_0101P,DP1_0141P,NAME_x,DP1_0143P,DP2_0178P,DP2_0182P,DP2_0185P,DP2_0188P,DP2_0191P,DP2_0151P,DP4_0022P,DP4_0023P,DP4_0024P,DP4_0025P,DP4_0083P,DP4_0084P,DP4_0077P,DP1_0128P,NAME_y,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,SPL_E_HU,RPL_E_HU,SPL_E_HH,RPL_E_HH,SPL_E_POV150,RPL_E_POV150,SPL_E_UNEMP,RPL_E_UNEMP,SPL_E_HBURD,RPL_E_HBURD,SPL_E_NOHSDP,RPL_E_NOHSDP,SPL_E_UNINSUR,RPL_E_UNINSUR,SPL_E_AGE65,RPL_E_AGE65,SPL_E_AGE17,RPL_E_AGE17,SPL_E_DISABL,RPL_E_DISABL,SPL_E_SNGPNT,RPL_E_SNGPNT,SPL_E_LIMENG,RPL_E_LIMENG,SPL_E_MINRTY,RPL_E_MINRTY,SPL_E_MUNIT,RPL_E_MUNIT,SPL_E_MOBILE,RPL_E_MOBILE,SPL_E_CROWD,RPL_E_CROWD,SPL_E_NOVEH,RPL_E_NOVEH,SPL_E_GROUPQ,RPL_E_GROUPQ,SPL_EP_POV150,RPL_EP_POV150,SPL_EP_UNEMP,RPL_EP_UNEMP,SPL_EP_HBURD,RPL_EP_HBURD,SPL_EP_NOHSDP,RPL_EP_NOHSDP,SPL_EP_UNINSUR,RPL_EP_UNINSUR,SPL_EP_AGE65,RPL_EP_AGE65,SPL_EP_AGE17,RPL_EP_AGE17,SPL_EP_DISABL,RPL_EP_DISABL,SPL_EP_SNGPNT,RPL_EP_SNGPNT,SPL_EP_LIMENG,RPL_EP_LIMENG,SPL_EP_MINRTY,RPL_EP_MINRTY,SPL_EP_MUNIT,RPL_EP_MUNIT,SPL_EP_MOBILE,RPL_EP_MOBILE,SPL_EP_CROWD,RPL_EP_CROWD,SPL_EP_NOVEH,RPL_EP_NOVEH,SPL_EP_GROUPQ,RPL_EP_GROUPQ,SPL_EPL_POV150,RPL_EPL_POV150,SPL_EPL_UNEMP,RPL_EPL_UNEMP,SPL_EPL_HBURD,RPL_EPL_HBURD,SPL_EPL_NOHSDP,RPL_EPL_NOHSDP,SPL_EPL_UNINSUR,RPL_EPL_UNINSUR,SPL_SPL_THEME1,RPL_SPL_THEME1,SPL_RPL_THEME1,RPL_RPL_THEME1,SPL_EPL_AGE65,RPL_EPL_AGE65,SPL_EPL_AGE17,RPL_EPL_AGE17,SPL_EPL_DISABL,RPL_EPL_DISABL,SPL_EPL_SNGPNT,RPL_EPL_SNGPNT,SPL_EPL_LIMENG,RPL_EPL_LIMENG,SPL_SPL_THEME2,RPL_SPL_THEME2,SPL_RPL_THEME2,RPL_RPL_THEME2,SPL_EPL_MINRTY,RPL_EPL_MINRTY,SPL_SPL_THEME3,RPL_SPL_THEME3,SPL_RPL_THEME3,RPL_RPL_THEME3,SPL_EPL_MUNIT,RPL_EPL_MUNIT,SPL_EPL_MOBILE,RPL_EPL_MOBILE,SPL_EPL_CROWD,RPL_EPL_CROWD,SPL_EPL_NOVEH,RPL_EPL_NOVEH,SPL_EPL_GROUPQ,RPL_EPL_GROUPQ,SPL_SPL_THEME4,RPL_SPL_THEME4,SPL_RPL_THEME4,RPL_RPL_THEME4,SPL_SPL_THEMES,RPL_SPL_THEMES,SPL_RPL_THEMES,RPL_RPL_THEMES,SPL_F_POV150,RPL_F_POV150,SPL_F_UNEMP,RPL_F_UNEMP,SPL_F_HBURD,RPL_F_HBURD,SPL_F_NOHSDP,RPL_F_NOHSDP,SPL_F_UNINSUR,RPL_F_UNINSUR,SPL_F_THEME1,RPL_F_THEME1,SPL_F_AGE65,RPL_F_AGE65,SPL_F_AGE17,RPL_F_AGE17,SPL_F_DISABL,RPL_F_DISABL,SPL_F_SNGPNT,RPL_F_SNGPNT,SPL_F_LIMENG,RPL_F_LIMENG,SPL_F_THEME2,RPL_F_THEME2,SPL_F_MINRTY,RPL_F_MINRTY,SPL_F_THEME3,RPL_F_THEME3,SPL_F_MUNIT,RPL_F_MUNIT,SPL_F_MOBILE,RPL_F_MOBILE,SPL_F_CROWD,RPL_F_CROWD,SPL_F_NOVEH,RPL_F_NOVEH,SPL_F_GROUPQ,RPL_F_GROUPQ,SPL_F_THEME4,RPL_F_THEME4,SPL_F_TOTAL,RPL_F_TOTAL
66,52200,57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,15.8,-666666666.0,-666666666.0,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,100.0,,57,0,0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,-666666666.0,-666666666.0,-1333333332.0,-1333333332.0,-666666666.0,0.0,15.8,-666666666.0,-1333333332.0,-3333333330.0,-666666666.0,-1999999998.0,-666666666.0,-1333333332.0,-666666666.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,True,False,False,False,,False,False,False,False,False,False,True,,,0,0.0263,0,0.0263,0.0,0.0294,0.0,0.0294,0.0,0.049,0.0,0.0294,0.0,0.0294,0,0.0263,9,0.0351,0.0,0.0294,0,0.0263,0.0,0.0294,0.0,0.0294,0.0,0.0882,0.0,0.0882,0.0,0.0294,0.0,0.0294,,,-666666666.0,0.0294,-666666666.0,0.0294,-1333333332.0,0.049,-1333333332.0,0.0294,-666666666.0,0.0294,0.0,0.0351,15.8,0.0702,-666666666.0,0.0294,-1333333332.0,0.0263,-3333333330.0,0.0294,-666666666.0,0.0294,-1999999998.0,0.0294,-666666666.0,0.0294,-1333333332.0,0.0294,-666666666.0,0.0294,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0789,False,0.0789,False,0.0965,False,0.0789,False,0.0789,,,False,0.0351,True,0.5175,False,0.0789,False,0.0263,False,0.0789,,,False,0.0789,False,0.0789,False,0.2368,False,0.3684,False,0.0789,False,0.0877,True,0.8684,,,,
66,52500,845,328,257,71.0,41.0,5.0,24.0,6.0,25.0,109.0,103,65,63,59,66,84.0,8,16,47.0,6.0,14.0,5.0,10.0,156.0,4.0,36.0,72.0,2.0,18.0,8.0,1.0,8.4,10.3,3.5,16.9,1.2,4.8,13.4,12.2,7.7,7.5,7.0,7.8,100.0,3.1,,6.2,6.0,2.1,4.9,1.7,3.5,100.0,1.2,11.0,22.0,0.6,7.0,3.1,0.4,0.0,,845,328,257,71.0,41.0,29.0,31.0,109.0,103,253,84.0,24,82.0,156.0,112.0,2.0,26.0,1.0,,8.4,10.3,20.4,6.0,13.4,12.2,30.0,100.0,9.3,18.2,100.0,34.2,0.6,10.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,False,False,,,328,0.2632,257,0.2456,71.0,0.1176,41.0,0.2549,29.0,0.2647,31.0,0.1176,109.0,0.1961,103,0.2632,253,0.2105,84.0,0.1569,24,0.1754,82.0,0.1176,156.0,0.2941,112.0,0.7647,2.0,0.4412,26.0,0.1373,1.0,0.0686,,,8.4,0.0588,10.3,0.549,20.4,0.6667,6.0,0.0588,13.4,0.2157,12.2,0.7018,30.0,0.4386,100.0,0.5294,9.3,0.2368,18.2,0.098,100.0,0.5294,34.2,0.9216,0.6,0.6078,10.1,0.1176,0.4,0.0588,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,False,0.0877,False,0.3684,,,,
66,52750,123,59,38,20.0,1.0,0.0,2.0,2.0,12.0,19.0,14,5,10,11,11,16.0,1,6,19.0,7.0,7.0,5.0,0.0,26.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,16.8,1.9,0.0,28.6,2.5,15.0,16.4,11.4,4.1,8.1,8.9,8.9,100.0,2.6,,15.8,16.7,11.7,11.7,8.3,0.0,100.0,1.8,0.0,1.8,1.8,2.8,5.6,2.8,0.0,,123,59,38,20.0,1.0,2.0,14.0,19.0,14,37,16.0,7,38.0,26.0,2.0,1.0,3.0,1.0,,16.8,1.9,28.6,17.5,16.4,11.4,30.0,100.0,18.400000000000002,48.39999999999999,100.0,3.6,1.8,8.399999999999999,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,False,,,59,0.0526,38,0.0526,20.0,0.0588,1.0,0.0588,2.0,0.098,14.0,0.0882,19.0,0.0784,14,0.0702,37,0.0526,16.0,0.0784,7,0.0526,38.0,0.0784,26.0,0.0784,2.0,0.3529,1.0,0.2843,3.0,0.0588,1.0,0.0686,,,16.8,0.3725,1.9,0.0588,28.6,1.0,17.5,0.8039,16.4,0.4706,11.4,0.6053,30.0,0.4386,100.0,0.5294,18.400000000000002,0.9649,48.39999999999999,0.5294,100.0,0.5294,3.6,0.5686,1.8,0.8333,8.399999999999999,0.0784,2.8,0.3235,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,True,0.8684,True,0.5789,True,0.5877,False,0.3684,,,,
66,53000,3997,1372,1051,653.0,153.0,25.0,93.0,109.0,184.0,787.0,416,283,309,325,332,493.0,37,72,842.0,30.0,655.0,143.0,12.0,1627.0,0.0,0.0,0.0,6.0,145.0,78.0,17.0,16.5,8.7,3.6,13.2,4.5,7.5,20.3,10.4,7.1,7.7,8.1,8.3,100.0,3.5,,6.9,22.8,1.4,30.2,6.6,0.6,100.0,0.0,0.0,0.0,0.4,13.9,7.5,1.6,0.1,,3997,1372,1051,653.0,153.0,118.0,293.0,787.0,416,1249,493.0,109,1682.0,1627.0,0.0,6.0,223.0,17.0,,16.5,8.7,16.8,12.0,20.3,10.4,31.2,100.0,10.4,61.6,100.0,0.0,0.4,21.4,1.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,False,True,True,False,,,1372,0.8421,1051,0.7895,653.0,0.6667,153.0,0.6471,118.0,0.7549,293.0,0.7255,787.0,0.8627,416,0.7895,1249,0.8772,493.0,0.7451,109,0.6842,1682.0,0.8431,1627.0,0.8431,0.0,0.0882,6.0,0.7255,223.0,0.8627,17.0,0.3922,,,16.5,0.3333,8.7,0.3137,16.8,0.3039,12.0,0.2549,20.3,0.7255,10.4,0.4298,31.2,0.5965,100.0,0.5294,10.4,0.4035,61.6,0.7647,100.0,0.5294,0.0,0.1078,0.4,0.4412,21.4,0.6471,1.6,0.1373,0.1,0.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,54800,1808,893,667,227.0,69.0,16.0,54.0,54.0,47.0,270.0,277,67,90,119,115,202.0,18,13,360.0,7.0,96.0,39.0,197.0,779.0,20.0,73.0,256.0,0.0,27.0,18.0,23.0,12.8,8.5,5.0,16.9,4.2,3.7,16.5,15.3,3.7,5.0,6.6,6.4,100.0,2.7,,1.9,21.1,0.7,9.5,3.9,19.5,100.0,2.2,8.2,28.7,0.0,4.1,2.7,3.5,1.7,,1808,893,667,227.0,69.0,70.0,101.0,270.0,277,391,202.0,31,699.0,779.0,349.0,0.0,45.0,23.0,,12.8,8.5,21.9,7.9,16.5,15.3,21.7,100.0,4.6,54.7,100.0,39.099999999999994,0.0,6.8,3.5,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,True,,,893,0.5789,667,0.5439,227.0,0.2941,69.0,0.4118,70.0,0.4804,101.0,0.2941,270.0,0.4118,277,0.5439,391,0.3158,202.0,0.3529,31,0.2018,699.0,0.549,779.0,0.6078,349.0,0.9412,0.0,0.0882,45.0,0.2745,23.0,0.451,,,12.8,0.1373,8.5,0.2843,21.9,0.7843,7.9,0.0784,16.5,0.4902,15.3,0.9211,21.7,0.0877,100.0,0.5294,4.6,0.1053,54.7,0.6078,100.0,0.5294,39.099999999999994,0.9608,0.0,0.1078,6.8,0.0588,3.5,0.4706,1.7,0.8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,True,0.8684,,,,
66,55350,3238,991,952,533.0,155.0,29.0,89.0,52.0,204.0,438.0,344,223,254,272,264,432.0,49,84,344.0,76.0,136.0,71.0,57.0,711.0,19.0,133.0,54.0,3.0,115.0,70.0,35.0,16.6,10.6,4.8,14.8,2.6,10.4,13.8,10.6,6.9,7.8,8.4,8.2,100.0,5.1,,8.8,11.4,5.7,10.2,5.3,4.3,100.0,1.9,13.4,5.4,0.3,12.1,7.4,3.7,0.2,,3238,991,952,533.0,155.0,118.0,256.0,438.0,344,1013,432.0,133,684.0,711.0,206.0,3.0,185.0,35.0,,16.6,10.6,19.6,13.0,13.8,10.6,31.3,100.0,13.9,36.9,100.0,20.700000000000003,0.3,19.5,3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,991,0.614,952,0.7018,533.0,0.549,155.0,0.6667,118.0,0.7549,256.0,0.6373,438.0,0.549,344,0.5965,1013,0.6842,432.0,0.6471,133,0.807,684.0,0.5098,711.0,0.549,206.0,0.8824,3.0,0.5294,185.0,0.7549,35.0,0.7059,,,16.6,0.3529,10.6,0.5882,19.6,0.5686,13.0,0.4118,13.8,0.3039,10.6,0.4825,31.3,0.6404,100.0,0.5294,13.9,0.7193,36.9,0.3725,100.0,0.5294,20.700000000000003,0.8431,0.3,0.3529,19.5,0.5294,3.7,0.4902,0.2,0.4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,56300,1302,423,366,336.0,61.0,8.0,31.0,33.0,146.0,278.0,137,73,92,99,134,217.0,13,29,241.0,40.0,82.0,101.0,17.0,341.0,1.0,0.0,0.0,5.0,55.0,29.0,21.0,26.1,11.5,3.6,13.9,4.2,18.4,21.9,10.5,5.6,7.1,7.6,10.3,100.0,3.6,,7.9,19.9,6.1,12.6,15.5,2.6,100.0,0.2,0.0,0.0,1.2,15.0,7.9,5.7,1.2,,1302,423,366,336.0,61.0,39.0,179.0,278.0,137,398,217.0,42,481.0,341.0,1.0,5.0,84.0,21.0,,26.1,11.5,17.5,22.599999999999998,21.9,10.5,30.599999999999998,100.0,11.5,56.7,100.0,0.2,1.2,22.9,5.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,True,True,True,True,,,423,0.3333,366,0.3333,336.0,0.4314,61.0,0.3529,39.0,0.3137,179.0,0.4314,278.0,0.4314,137,0.3421,398,0.3333,217.0,0.3725,42,0.386,481.0,0.451,341.0,0.4314,1.0,0.2255,5.0,0.6569,84.0,0.4118,21.0,0.4314,,,26.1,0.7451,11.5,0.7059,17.5,0.3529,22.599999999999998,0.9412,21.9,0.8333,10.5,0.4561,30.599999999999998,0.5263,100.0,0.5294,11.5,0.5439,56.7,0.6667,100.0,0.5294,0.2,0.2549,1.2,0.7451,22.9,0.7451,5.7,0.6765,1.2,0.7895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,True,0.8684,True,0.5789,True,0.5877,True,0.8684,,,,
66,58600,596,206,171,147.0,37.0,4.0,11.0,13.0,63.0,82.0,62,52,41,45,52,69.0,6,16,45.0,13.0,9.0,21.0,1.0,105.0,7.0,0.0,0.0,1.0,19.0,14.0,14.0,24.8,13.8,4.3,12.0,3.6,17.2,14.1,10.4,8.7,6.9,7.6,8.7,100.0,3.5,,9.4,8.3,4.7,3.3,7.7,0.4,100.0,3.4,0.0,0.0,0.5,11.2,8.2,8.2,0.0,,596,206,171,147.0,37.0,15.0,76.0,82.0,62,190,69.0,22,89.0,105.0,7.0,1.0,33.0,14.0,,24.8,13.8,16.3,20.8,14.1,10.4,31.9,100.0,12.9,24.4,100.0,3.4,0.5,19.4,8.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,206,0.0877,171,0.0877,147.0,0.1765,37.0,0.1863,15.0,0.1569,76.0,0.2255,82.0,0.1176,62,0.1404,190,0.1228,69.0,0.1176,22,0.1404,89.0,0.1569,105.0,0.1765,7.0,0.451,1.0,0.2843,33.0,0.1765,14.0,0.3529,,,24.8,0.7059,13.8,0.902,16.3,0.2353,20.8,0.8824,14.1,0.3431,10.4,0.4298,31.9,0.6842,100.0,0.5294,12.9,0.6667,24.4,0.2157,100.0,0.5294,3.4,0.5294,0.5,0.549,19.4,0.5098,8.2,0.902,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,61850,973,279,248,152.0,37.0,6.0,25.0,13.0,66.0,109.0,137,73,78,81,70,141.0,11,23,75.0,38.0,21.0,11.0,5.0,114.0,0.0,0.0,0.0,0.0,31.0,22.0,6.0,15.8,9.2,3.3,13.9,2.2,11.1,11.5,14.1,7.5,8.0,8.3,7.2,100.0,4.4,,9.3,8.4,9.7,5.4,2.8,1.3,100.0,0.0,0.0,0.0,0.0,12.6,8.9,2.4,0.0,,973,279,248,152.0,37.0,31.0,79.0,109.0,137,302,141.0,34,150.0,114.0,0.0,0.0,53.0,6.0,,15.8,9.2,17.2,13.3,11.5,14.1,31.0,100.0,13.700000000000001,27.6,100.0,0.0,0.0,21.5,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,False,False,True,True,False,,,279,0.193,248,0.2018,152.0,0.1961,37.0,0.1863,31.0,0.2941,79.0,0.2549,109.0,0.1961,137,0.3421,302,0.2632,141.0,0.2941,34,0.2632,150.0,0.2549,114.0,0.2157,0.0,0.0882,0.0,0.0882,53.0,0.3137,6.0,0.1667,,,15.8,0.2941,9.2,0.3725,17.2,0.3333,13.3,0.451,11.5,0.0784,14.1,0.8421,31.0,0.5789,100.0,0.5294,13.700000000000001,0.7018,27.6,0.2941,100.0,0.5294,0.0,0.1078,0.0,0.1078,21.5,0.6765,2.4,0.2549,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,False,0.2368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,65100,1813,554,516,319.0,93.0,12.0,45.0,35.0,110.0,269.0,242,139,186,131,113,285.0,12,48,146.0,60.0,24.0,48.0,14.0,283.0,9.0,12.0,1.0,0.0,47.0,25.0,30.0,17.7,11.8,4.1,15.4,3.1,9.6,15.1,13.3,7.7,10.3,7.2,6.2,100.0,2.3,,9.3,8.8,7.6,3.1,6.1,1.8,100.0,1.6,2.2,0.2,0.0,9.1,4.9,5.8,0.0,,1813,554,516,319.0,93.0,57.0,145.0,269.0,242,569,285.0,60,292.0,283.0,22.0,0.0,72.0,30.0,,17.7,11.8,19.5,12.7,15.1,13.3,31.4,100.0,11.600000000000001,27.400000000000002,100.0,4.0,0.0,14.0,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,554,0.3684,516,0.386,319.0,0.4118,93.0,0.451,57.0,0.3725,145.0,0.3922,269.0,0.3922,242,0.5088,569,0.4211,285.0,0.5098,60,0.4649,292.0,0.3922,283.0,0.3922,22.0,0.549,0.0,0.0882,72.0,0.3725,30.0,0.6471,,,17.7,0.3922,11.8,0.7451,19.5,0.5392,12.7,0.3431,15.1,0.3922,13.3,0.8246,31.4,0.6667,100.0,0.5294,11.600000000000001,0.5789,27.400000000000002,0.2745,100.0,0.5294,4.0,0.598,0.0,0.1078,14.0,0.2549,5.8,0.7059,0.0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
66,66800,3807,1222,999,558.0,167.0,14.0,71.0,120.0,192.0,771.0,383,251,267,326,318,519.0,32,73,696.0,42.0,496.0,129.0,24.0,1706.0,20.0,4.0,0.0,3.0,128.0,69.0,27.0,14.8,9.7,2.4,12.2,5.1,8.2,21.0,10.1,6.6,7.0,8.6,8.4,100.0,3.2,,7.3,19.7,1.8,21.8,5.7,1.1,100.0,1.6,0.3,0.0,0.2,12.9,6.9,2.7,0.3,,3807,1222,999,558.0,167.0,85.0,312.0,771.0,383,1162,519.0,105,1387.0,1706.0,24.0,3.0,197.0,27.0,,14.8,9.7,14.6,13.299999999999999,21.0,10.1,30.6,100.0,10.5,50.1,100.0,1.9000000000000001,0.2,19.8,2.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,False,True,True,False,,,1222,0.7719,999,0.7193,558.0,0.6078,167.0,0.7843,85.0,0.598,312.0,0.7451,771.0,0.8235,383,0.7018,1162,0.807,519.0,0.8235,105,0.6316,1387.0,0.7451,1706.0,0.8627,24.0,0.5882,3.0,0.5294,197.0,0.8039,27.0,0.4902,,,14.8,0.2157,9.7,0.3922,14.6,0.1471,13.299999999999999,0.4314,21.0,0.7647,10.1,0.3772,30.6,0.5526,100.0,0.5294,10.5,0.4211,50.1,0.549,100.0,0.5294,1.9000000000000001,0.451,0.2,0.3039,19.8,0.5686,2.7,0.2941,0.3,0.5439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5789,True,0.5789,True,0.5965,True,0.5789,True,0.5789,,,True,0.5351,True,0.5175,True,0.5789,True,0.5263,True,0.5789,,,True,0.5789,True,0.5789,True,0.7368,False,0.3684,True,0.5789,True,0.5877,False,0.3684,,,,
